household_key,recency,frequency,monetary,avg_basket,active_days,tenure_days,purchase_rate,avg_items_per_basket,max_items_per_basket,trips_morning,trips_afternoon,trips_evening,unique_stores_visited,top_store_share,coupons_redeemed,coupon_redemption_rate,was_targeted_by_campaign,pct_spend_on_discount,private_label_ratio,top_department,dept_diversity,commodity_diversity,unique_products,return_rate,last_purchase_day,churned,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,has_demographics,recency_log,frequency_log,monetary_log,avg_basket_log,purchase_rate_log,avg_items_per_basket_log,coupon_redemption_rate_log
299,80,9,192.23,21.35888888888889,9,513,0.017543859649122806,12.11111111111111,16,0,9,0,3,0.6666666666666666,0.0,0.0,0,0.032999647869611154,0.17073170731707318,GROCERY,4,11,17,0.0,710,0,,,,,,,,0,4.394449154672439,2.302585092994046,5.263881189226909,3.1072239551420577,0.017391742711869183,2.5734600471294455,0.0
300,4,97,4711.1,48.568041237113405,85,552,0.17572463768115942,20.391752577319586,189,20,36,40,7,0.5979381443298969,0.0,0.0,1,0.15170034464255489,0.27624309392265195,GROCERY,13,143,943,0.037383177570093455,685,0,55-64,A,Under 15K,Unknown,Single Female,2,None/Unknown,1,1.6094379124341003,4.584967478670572,8.457888947517096,3.9033462961642567,0.1618846704269947,3.0630054541614156,0.0
301,3,63,5980.7300000000005,94.93222222222224,61,595,0.10588235294117647,38.38095238095238,105,16,10,37,4,0.4126984126984127,0.0,0.0,1,0.1420421208769612,0.16776482513938165,GROCERY,16,153,1088,0.06172839506172839,711,0,35-44,A,35-49K,Homeowner,2 Adults Kids,4,2,1,1.3862943611198906,4.1588830833596715,8.69646510276504,4.563641923600874,0.10064352577968744,3.673282257300268,0.0
302,3,77,1564.73,20.32116883116883,72,523,0.14722753346080306,142.83116883116884,10356,15,24,31,6,0.8701298701298701,0.0,0.0,1,0.11209909889461381,0.10920770877944326,GROCERY,12,107,354,0.031578947368421054,691,0,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,1,1.3862943611198906,4.356708826689592,7.356107447892678,3.0597004210204606,0.13734819115122346,4.9686401730596526,0.0
303,0,168,3796.39,22.597559523809522,140,506,0.33201581027667987,406.9345238095238,10613,69,50,43,5,0.7083333333333334,0.0,0.0,1,0.212605725236754,0.32453637660485024,GROCERY,13,148,806,0.04522613065326633,711,0,,,,,,,,0,0.0,5.1298987149230735,8.242069267625114,3.1611432966763098,0.2866934416248415,6.01110668066672,0.0
304,5,256,7298.09,28.5081640625,219,619,0.4135702746365105,1819.81640625,17735,91,85,79,16,0.46484375,0.0,0.0,1,0.17415889267592755,0.3419773095623987,GROCERY,15,177,1511,0.03289473684210526,711,0,25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1,1.791759469228055,5.54907608489522,8.89550496183184,3.384666972939499,0.3461186136730183,7.507040254353852,0.0
305,7,123,3470.89,28.218617886178862,109,591,0.20812182741116753,1494.2032520325204,10734,29,59,35,4,0.7398373983739838,2.0,0.016260162601626018,1,0.151164098801663,0.26634382566585957,GROCERY,16,124,442,0.0425531914893617,709,0,,,,,,,,0,2.0794415416798357,4.820281565605037,8.152454393250705,3.3748061049361966,0.1890669449334862,7.31001743112061,0.01612938192988363
306,1,143,4472.24,31.274405594405593,117,521,0.2744721689059501,1928.7272727272727,16446,54,66,23,4,0.8531468531468531,4.0,0.027972027972027972,1,0.26588794558144724,0.3770491803278688,GROCERY,13,154,911,0.15135135135135136,711,0,19-24,U,35-49K,Homeowner,2 Adults Kids,4,2,1,0.6931471805599453,4.969813299576001,8.405868257258378,3.4742745196585614,0.24253210772306694,7.565133962446073,0.02758795651882902
307,2,347,2185.68,6.298789625360231,291,585,0.5931623931623932,136.12968299711815,10000,91,244,12,16,0.27089337175792505,2.0,0.005763688760806916,1,0.1677151082204926,0.4471830985915493,GROCERY,10,68,292,0.03614457831325301,710,0,,,,,,,,0,1.0986122886681098,5.8522024797744745,7.69013969081241,1.9877085296620454,0.4657209674537347,4.920927069313023,0.005747142255567971
308,0,64,1863.19,29.11234375,60,607,0.10543657331136738,1105.0625,13209,10,23,31,5,0.6875,0.0,0.0,1,0.08647005466892206,0.1268939393939394,GROCERY,16,124,367,0.012048192771084338,710,0,,,,,,,,0,0.0,4.174387269895637,7.530581921381364,3.4049351790524756,0.10024034591218353,7.008561690431404,0.0
309,27,20,2242.84,112.14200000000001,20,588,0.034013605442176874,49.7,86,4,10,6,3,0.85,0.0,0.0,0,0.17082025516749294,0.06202723146747353,GROCERY,9,74,281,0.045454545454545456,624,0,25-34,A,75-99K,Homeowner,Single Male,2,None/Unknown,1,3.332204510175204,3.044522437723423,7.71594396285276,4.72864366697284,0.03344793406754009,3.9259259105971376,0.0
310,70,5,111.07,22.214000000000002,4,542,0.00922509225092251,11.2,22,3,1,1,2,0.6,0.0,0.0,0,0.18156362832510503,0.18181818181818182,GROCERY,8,28,44,0.1111111111111111,706,0,,,,,,,,0,4.2626798770413155,1.791759469228055,4.719123676063936,3.144755544946431,0.009182800982334996,2.501435951739211,0.0
311,3,39,1076.54,27.603589743589744,37,594,0.06565656565656566,992.5897435897435,11593,5,16,18,1,1.0,0.0,0.0,0,0.11384944643371611,0.33766233766233766,GROCERY,12,107,286,0.0392156862745098,709,0,,,,,,,,0,1.3862943611198906,3.6888794541139363,6.9824359442587,3.3535322254595252,0.06359110278153127,6.9013243886518465,0.0
312,17,37,2349.97,63.51270270270271,34,533,0.06941838649155722,25.45945945945946,69,5,32,0,3,0.8378378378378378,0.0,0.0,1,0.15045460296802418,0.18467336683417085,DRUG GM,16,141,517,0.175,696,0,,,,,,,,0,2.8903717578961645,3.6375861597263857,7.762583287931218,4.166862145538543,0.0671149366627513,3.275613729886286,0.0
313,535,4,92.54,23.134999999999994,4,570,0.007017543859649123,10.75,20,0,3,1,2,0.5,0.0,0.0,0,0.1341691616766467,0.43243243243243246,GROCERY,6,26,36,0.25,86,1,,,,,,,,0,6.284134161070802,1.6094379124341003,4.53838915229774,3.183663069112456,0.006993035490970583,2.463853240590168,0.0
314,6,34,2438.46,71.71941176470588,27,610,0.05573770491803279,42.73529411764706,114,4,26,4,4,0.7647058823529411,0.0,0.0,1,0.13446917261207536,0.32848837209302323,GROCERY,12,115,492,0.024390243902439025,707,0,45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,1,1.9459101490553132,3.5553480614894135,7.79953198231884,4.286608360792308,0.05423976893699668,3.7781554218439934,0.0
315,113,10,165.23,16.523000000000003,9,618,0.016181229773462782,7.4,11,2,7,1,2,0.6,0.0,0.0,0,0.13754045307443366,0.28846153846153844,GROCERY,8,32,47,0.2727272727272727,627,0,,,,,,,,0,4.736198448394496,2.3978952727983707,5.113372371547368,2.8635143037262822,0.016051709010507904,2.128231705849268,0.0
316,3,38,626.58,16.48894736842105,32,552,0.06884057971014493,244.81578947368422,8933,5,12,20,8,0.23684210526315788,0.0,0.0,0,0.1573242240034429,0.35668789808917195,GROCERY,10,83,224,0.018867924528301886,711,0,,,,,,,,0,1.3862943611198906,3.6635616461296463,6.4418711529196155,2.8615691024520995,0.06657449062266982,5.504582432146463,0.0
317,14,54,5165.8,95.66296296296295,52,587,0.0919931856899489,39.851851851851855,103,8,10,35,3,0.7962962962962963,0.0,0.0,1,0.13828220265331279,0.13385826771653545,GROCERY,13,152,790,0.14754098360655737,710,0,45-54,A,75-99K,Homeowner,Single Male,2,None/Unknown,1,2.70805020110221,4.007333185232471,8.55000882035786,4.571230319402158,0.08800463709257358,3.7099521532491733,0.0
318,40,85,1080.18,12.708,66,553,0.15370705244122965,195.42352941176472,7502,13,19,45,6,0.3764705882352941,3.0,0.03529411764705882,1,0.11985854898637638,0.32180851063829785,GROCERY,11,81,210,0.021739130434782608,711,0,,,,,,,,0,3.713572066704308,4.454347296253507,6.985808316265979,2.6179796040123624,0.14298028182245506,5.28027319226672,0.03468555798789001
319,1,101,3648.21,36.12089108910891,85,597,0.16917922948073702,2182.039603960396,14088,19,42,40,3,0.8811881188118812,0.0,0.0,1,0.18227421375753408,0.47076023391812866,GROCERY,14,151,843,0.045871559633027525,690,0,45-54,U,35-49K,Homeowner,1 Adult Kids,4,3+,1,0.6931471805599453,4.624972813284271,8.202265984794211,3.6141799132631913,0.15630198936977038,7.688473498373651,0.0
320,78,14,377.55,26.96785714285715,13,533,0.02626641651031895,10.5,25,1,10,3,3,0.5714285714285714,0.0,0.0,0,0.11408592815073795,0.14516129032258066,GROCERY,9,65,115,0.0,689,0,,,,,,,,0,4.3694478524670215,2.70805020110221,5.936348164549315,3.331055891581688,0.02592737825613667,2.4423470353692043,0.0
321,0,99,5421.85,54.76616161616162,94,561,0.17647058823529413,21.252525252525253,78,26,53,20,8,0.898989898989899,2.0,0.020202020202020204,1,0.1759743210567031,0.19618169848584596,GROCERY,15,153,751,0.08490566037735849,690,0,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.0,4.605170185988092,8.598376786491709,4.0211672627892465,0.1625189294977749,3.102455496667753,0.020000666706669525
322,5,60,2087.17,34.78616666666667,53,518,0.11583011583011583,214.33333333333334,11991,19,26,15,6,0.6666666666666666,0.0,0.0,1,0.12063248633868269,0.2395287958115183,GROCERY,15,141,576,0.028169014084507043,708,0,,,,,,,,0,1.791759469228055,4.110873864173311,7.644043363312815,3.5775614127736035,0.10959862641289442,5.372187215114492,0.0
323,66,9,73.46000000000001,8.162222222222221,9,582,0.015463917525773196,120.66666666666667,1056,0,1,8,3,0.6666666666666666,0.0,0.0,0,0.17116100643123092,0.23333333333333334,GROCERY,5,18,28,0.0,711,0,,,,,,,,0,4.204692619390966,2.302585092994046,4.310262068444571,2.2150887499425345,0.015345569674660376,4.8012850649143815,0.0
324,0,135,7553.85,55.95444444444445,105,573,0.2356020942408377,4135.355555555556,15704,19,66,50,5,0.6962962962962963,1.0,0.007407407407407408,1,0.09203513655803085,0.27890173410404623,GROCERY,19,174,1077,0.1,711,0,45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,1,0.0,4.912654885736052,8.92994502010868,4.042251728014853,0.2115583769789802,8.327570378536809,0.00738010729762256
325,12,59,2152.46,36.482372881355936,58,550,0.10727272727272727,273.45762711864404,15097,11,25,22,5,0.6949152542372882,0.0,0.0,0,0.27463832339768757,0.25421530479896237,GROCERY,10,125,588,0.17333333333333334,698,0,35-44,A,75-99K,Homeowner,2 Adults Kids,4,2,1,2.5649493574615367,4.0943445622221,7.674831129907914,3.6238707659680025,0.10189998948338042,5.614796885167752,0.0
326,16,18,483.55,26.86388888888889,17,513,0.03508771929824561,6.666666666666667,25,1,17,0,1,1.0,0.0,0.0,0,0.1853393085787452,0.1839080459770115,GROCERY,5,30,69,0.038461538461538464,711,0,,,,,,,,0,2.833213344056216,2.9444389791664403,6.183220625180559,3.3273315454333297,0.0344861760711693,2.03688192726104,0.0
327,207,26,207.79,7.991923076923078,23,559,0.046511627906976744,4.576923076923077,11,1,10,15,5,0.6153846153846154,0.0,0.0,0,0.16923876539261154,0.3867924528301887,GROCERY,7,47,91,0.0,671,0,,,,,,,,0,5.337538079701318,3.295836866004329,5.341328962141284,2.1963267385020973,0.045462374076757336,1.7186372043990923,0.0
328,5,216,14859.51,68.79402777777779,179,555,0.3891891891891892,1514.8148148148148,17087,84,114,18,2,0.9861111111111112,0.0,0.0,1,0.10107221544004752,0.14792899408284024,GROCERY,19,220,1822,0.09205020920502092,708,0,,,,,,,,0,1.791759469228055,5.37989735354046,9.606462638005835,4.245548444184743,0.328720259816895,7.323708404924846,0.0
329,6,123,2392.91,19.454552845528458,121,542,0.22693726937269373,10.154471544715447,36,1,82,40,4,0.5121951219512195,0.0,0.0,1,0.07800814527408424,0.148576512455516,GROCERY,14,131,506,0.02054794520547945,706,0,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,1,1.9459101490553132,4.820281565605037,7.780683291426285,3.018205490742931,0.20452103921620793,2.411840452913413,0.0
330,11,184,1543.4,8.38804347826087,167,538,0.3420074349442379,371.6467391304348,10875,65,99,20,6,0.8967391304347826,0.0,0.0,1,0.1297434451649281,0.43943298969072164,GROCERY,12,94,291,0.010582010582010581,686,0,,,,,,,,0,2.4849066497880004,5.220355825078324,7.342390764390081,2.2394369092371997,0.2941665787310418,5.920630890800848,0.0
331,12,62,1233.07,19.888225806451615,47,509,0.12180746561886051,8.548387096774194,50,9,15,38,5,0.5967741935483871,0.0,0.0,1,0.10996665271181304,0.19525065963060687,GROCERY,8,95,276,0.0,691,0,,,,,,,,0,2.5649493574615367,4.143134726391533,7.118072928950473,3.039185641681733,0.11494119310548748,2.2563722498389143,0.0
332,3,99,4228.76,42.714747474747476,91,614,0.16123778501628663,22.21212121212121,125,36,36,26,9,0.4444444444444444,0.0,0.0,1,0.17133994234910732,0.34655396618985695,GROCERY,15,176,1162,0.07627118644067797,707,0,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1,1.3862943611198906,4.605170185988092,8.349900532842033,3.777685515989096,0.14948649226715346,3.144674608274111,0.0
333,42,37,1245.82,33.67081081081081,34,572,0.06468531468531469,19.35135135135135,47,6,22,9,2,0.9459459459459459,0.0,0.0,1,0.2284511054685081,0.28600405679513186,GROCERY,12,98,301,0.07692307692307693,678,0,,,,,,,,0,3.7612001156935624,3.6375861597263857,7.128351588829652,3.545898145948156,0.06267927633009913,3.013147315155669,0.0
334,15,440,4337.57,9.858113636363635,256,593,0.7419898819561551,93.9159090909091,16538,29,134,276,4,0.7386363636363636,6.0,0.013636363636363636,1,0.22336475037063033,0.16621548456957227,GROCERY,16,149,920,0.07296137339055794,711,0,45-54,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1,2.772588722239781,6.089044875446846,8.375300079712119,2.3849126011094333,0.5550280701219131,4.55299133214437,0.01354422510775722
335,2,135,2506.67,18.567925925925927,120,594,0.22727272727272727,7.133333333333334,27,15,34,86,7,0.4,0.0,0.0,1,0.08207148847036938,0.21075581395348839,GROCERY,15,124,425,0.013605442176870748,706,0,,,,,,,,0,1.0986122886681098,4.912654885736052,7.827109314148174,2.973891793467799,0.2047944126460132,2.0959708436310462,0.0
336,0,118,3065.71,25.980593220338985,82,510,0.23137254901960785,1018.5084745762712,10795,25,30,63,8,0.6101694915254238,0.0,0.0,1,0.10098062790684036,0.358294930875576,GROCERY,16,117,443,0.03333333333333333,687,0,,,,,,,,0,0.0,4.77912349311153,8.028360604703972,3.2951178379485273,0.20812944074982723,6.927075902462817,0.0
337,4,60,927.46,15.457666666666666,58,543,0.11049723756906077,519.9833333333333,20644,13,13,33,4,0.9333333333333333,0.0,0.0,1,0.24280325914798423,0.24581005586592178,GROCERY,9,51,168,0.03278688524590164,699,0,,,,,,,,0,1.6094379124341003,4.110873864173311,6.833527299627839,2.800791427403659,0.10480787679325,6.255718051478408,0.0
338,2,108,1686.06,15.611666666666666,92,468,0.23076923076923078,9.75,42,10,22,74,7,0.32407407407407407,0.0,0.0,1,0.18401184737789653,0.3149931224209078,GROCERY,15,112,376,0.08441558441558442,709,0,,,,,,,,0,1.0986122886681098,4.6913478822291435,7.430742648007167,2.81010525975131,0.2076393647782445,2.3749057545736716,0.0
339,0,59,1514.79,25.674406779661016,56,531,0.1111111111111111,18.0,68,14,26,18,1,1.0,0.0,0.0,1,0.2730706107053393,0.5508819538670285,GROCERY,10,109,474,0.16417910447761194,696,0,,,,,,,,0,0.0,4.0943445622221,7.323692034179759,3.283704558127448,0.1053605156578263,2.9444389791664403,0.0
340,28,28,1050.57,37.520357142857144,22,613,0.04567699836867863,17.357142857142858,68,4,7,16,3,0.9285714285714286,0.0,0.0,0,0.1680235044427198,0.33903133903133903,GROCERY,13,90,272,0.0,627,0,,,,,,,,0,3.367295829986474,3.367295829986474,6.958039564491398,3.651186858508365,0.04466452098445864,2.9100187552799612,0.0
341,39,29,392.81,13.545172413793102,25,515,0.05631067961165048,10.310344827586206,44,7,12,10,8,0.3793103448275862,0.0,0.0,0,0.20071217824804152,0.10526315789473684,DRUG GM,7,46,138,0.06666666666666667,637,0,,,,,,,,0,3.6888794541139363,3.4011973816621555,5.975868559483426,2.6772591456956167,0.054782346192206476,2.4257177783976696,0.0
342,0,40,1808.04,45.20100000000001,37,520,0.07692307692307693,21.95,72,8,11,21,5,0.35,0.0,0.0,1,0.16523618030130244,0.28286189683860236,GROCERY,11,107,479,0.125,703,0,,,,,,,,0,0.0,3.713572066704308,7.500551596814739,3.833001442875088,0.07410797215372189,3.133317936506554,0.0
343,11,55,1107.51,20.13654545454546,54,617,0.08914100486223663,7.672727272727273,28,12,13,30,3,0.9636363636363636,0.0,0.0,1,0.12761516163589387,0.19607843137254902,GROCERY,10,93,239,0.07462686567164178,705,0,,,,,,,,0,2.4849066497880004,4.02535169073515,7.010772050215495,3.05100355434258,0.08538931661776172,2.1601833056558704,0.0
344,31,46,2113.97,45.955869565217384,44,529,0.08695652173913043,2493.8695652173915,11597,22,22,2,4,0.5434782608695652,0.0,0.0,0,0.13763028535296878,0.401840490797546,GROCERY,13,135,456,0.10416666666666667,711,0,,,,,,,,0,3.4657359027997265,3.8501476017100584,7.656795906982616,3.849208215203775,0.08338160893905106,7.821991728349069,0.0
345,1,151,4315.13,28.57701986754967,144,594,0.2542087542087542,16.503311258278146,97,19,109,23,12,0.5894039735099338,1.0,0.006622516556291391,1,0.2421898735733315,0.37910028116213684,GROCERY,11,155,1128,0.054945054945054944,711,0,,,,,,,,0,0.6931471805599453,5.0238805208462765,8.37011444640634,3.3869977039837376,0.2265048990169146,2.8623900777893647,0.006600684031352059
346,4,108,4546.43,42.09657407407408,103,534,0.20224719101123595,18.23148148148148,51,92,16,0,2,0.9166666666666666,1.0,0.009259259259259259,1,0.14162264421679058,0.3185454545454545,GROCERY,11,118,479,0.07258064516129033,706,0,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.6094379124341003,4.6913478822291435,8.422317517200685,3.7634435061098674,0.18419246472976633,2.9565485967518925,0.009216655104924006
347,134,13,485.89,37.37615384615385,10,618,0.021035598705501618,12.461538461538462,46,2,6,5,4,0.6153846153846154,0.0,0.0,0,0.08531465898608837,0.21649484536082475,GROCERY,10,52,92,0.0,669,0,,,,,,,,0,4.90527477843843,2.6390573296152584,6.188038224879573,3.647436273107556,0.020817405083522388,2.5998366164619773,0.0
348,1,91,2243.35,24.6521978021978,68,509,0.1787819253438114,130.92307692307693,10654,23,28,37,7,0.46153846153846156,0.0,0.0,1,0.19256033257149027,0.5021929824561403,GROCERY,12,117,630,0.06349206349206349,709,0,,,,,,,,0,0.6931471805599453,4.5217885770490405,7.716171225959801,3.2446292522422993,0.16448163866562363,4.882219002138504,0.0
349,13,19,306.62,16.13789473684211,19,518,0.03667953667953668,7.0,31,7,8,4,9,0.21052631578947367,0.0,0.0,0,0.08860684243379008,0.3119266055045872,GROCERY,7,45,91,0.029411764705882353,706,0,,,,,,,,0,2.6390573296152584,2.995732273553991,5.728865255023664,2.841292078136928,0.03602285224938163,2.0794415416798357,0.0
350,11,91,2542.3,27.93736263736264,81,600,0.15166666666666667,3265.285714285714,19160,44,34,13,3,0.945054945054945,0.0,0.0,1,0.084139690042005,0.15860735009671179,KIOSK-GAS,13,125,362,0.019417475728155338,710,0,45-54,A,50-74K,Homeowner,1 Adult Kids,4,2,1,2.4849066497880004,4.5217885770490405,7.841217729364612,3.365133584962189,0.14121016855152355,8.091408751114335,0.0
351,0,257,6819.72,26.535875486381325,202,527,0.4876660341555977,202.02334630350194,13584,82,127,46,3,0.9027237354085603,3.0,0.011673151750972763,1,0.17837767505069088,0.2462082912032356,GROCERY,15,151,807,0.030405405405405407,709,0,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1,0.0,5.552959584921617,8.8277203171127,3.315489717610519,0.39720847180904556,5.313320978850248,0.011605546120307932
352,392,4,117.43,29.357499999999998,4,535,0.007476635514018692,12.5,17,1,1,2,2,0.5,0.0,0.0,0,0.07316495659037095,0.15555555555555556,GROCERY,8,31,45,0.0,694,0,,,,,,,,0,5.973809611869261,1.6094379124341003,4.774322068733404,3.413043603945837,0.007448824012990607,2.6026896854443837,0.0
353,2,107,3129.71,29.2496261682243,96,503,0.21272365805168986,11.878504672897197,61,36,46,25,5,0.7663551401869159,2.0,0.018691588785046728,1,0.12933252842450224,0.22584033613445378,GROCERY,18,179,748,0.048,700,0,45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.0986122886681098,4.68213122712422,8.049015094871265,3.409483826325259,0.19286878706761773,2.555559617111698,0.018519047767237527
354,5,135,7424.55,54.99666666666666,131,538,0.25092936802973975,24.762962962962963,93,46,55,34,5,0.9259259259259259,3.0,0.022222222222222223,1,0.13824541936622087,0.1492204899777283,GROCERY,16,174,1403,0.08280254777070063,709,0,25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1,1.791759469228055,4.912654885736052,8.912682035001625,4.0252921651540134,0.22388676948294337,3.248937916475799,0.021978906718775247
355,250,7,340.34,48.620000000000005,5,540,0.012962962962962963,14.571428571428571,56,2,2,3,2,0.5714285714285714,0.0,0.0,0,0.16961889425657542,0.1791044776119403,DRUG GM,9,36,66,0.0,371,1,,,,,,,,0,5.5254529391317835,2.0794415416798357,5.832879047990611,3.904393978263655,0.012879662863661137,2.7454377331738304,0.0
356,1,206,2370.26,11.50611650485437,153,536,0.3843283582089552,584.3737864077669,11578,30,92,84,4,0.9757281553398058,0.0,0.0,1,0.08829842065989184,0.46494992846924177,DRUG GM,12,93,341,0.004273504273504274,707,0,,,,,,,,0,0.6931471805599453,5.332718793265369,7.7711767384253605,2.5262178450184227,0.32521508209657846,6.372250594313885,0.0
357,24,17,1078.24,63.42588235294119,16,518,0.032818532818532815,30.647058823529413,74,5,7,5,5,0.4117647058823529,0.0,0.0,0,0.24636546633862672,0.4885844748858447,GROCERY,11,95,350,0.045454545454545456,696,0,,,,,,,,0,3.2188758248682006,2.8903717578961645,6.984012368698891,4.16551545226057,0.032291504636523485,3.4546452161055683,0.0
358,1,306,10761.92,35.169673202614376,251,532,0.575187969924812,13.006535947712418,111,110,95,100,2,0.9934640522875817,0.0,0.0,1,0.10779199676342135,0.2190938511326861,GROCERY,20,195,1535,0.016172506738544475,711,0,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.6931471805599453,5.726847747587197,9.283862172364799,3.5882210108834993,0.45437461114043864,2.6395240740811414,0.0
359,567,2,172.85,86.42500000000001,2,587,0.0034071550255536627,48.0,63,0,2,0,1,1.0,0.0,0.0,0,0.14654619068779934,0.2571428571428571,GROCERY,5,45,70,0.0,54,1,,,,,,,,0,6.342121418721152,1.0986122886681098,5.15819285845387,4.4707812829494396,0.003401363823490258,3.8918202981106265,0.0
360,13,30,382.02,12.734,28,516,0.05813953488372093,6.233333333333333,26,13,7,10,9,0.36666666666666664,0.0,0.0,0,0.12874312951855316,0.3125,GROCERY,8,66,142,0.02702702702702703,710,0,,,,,,,,0,2.6390573296152584,3.4339872044851463,5.948087207138413,2.6198745101984846,0.056512210263342307,1.9786999718783043,0.0
361,0,196,7298.22,37.23581632653061,181,617,0.31766612641815234,21.301020408163264,100,43,134,19,5,0.9591836734693877,6.0,0.030612244897959183,1,0.19088380364058052,0.3031203566121842,GROCERY,17,195,1433,0.08755760368663594,711,0,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1,0.0,5.2832037287379885,8.895522772112619,3.643772676511001,0.27586208564242276,3.1046324356327974,0.03015303817068753
362,1,81,2630.51,32.47543209876544,81,608,0.13322368421052633,626.2469135802469,12094,32,49,0,2,0.9382716049382716,2.0,0.024691358024691357,1,0.1212916846215773,0.30845771144278605,GROCERY,16,114,495,0.23076923076923078,706,0,65+,U,50-74K,Unknown,Single Male,1,None/Unknown,1,0.6931471805599453,4.406719247264253,7.875313104900616,3.5108117995974504,0.12506638904749157,6.441340264676828,0.02439145312415916
363,40,4,52.4,13.1,4,527,0.007590132827324478,8.0,16,1,0,3,2,0.5,0.0,0.0,0,0.30952694689682436,0.36363636363636365,GROCERY,6,14,21,0.25,581,1,,,,,,,,0,3.713572066704308,1.6094379124341003,3.977810745966149,2.6461747973841225,0.007561472700576508,2.1972245773362196,0.0
364,29,79,2364.84,29.934683544303795,75,617,0.1280388978930308,152.36708860759492,11022,13,36,30,7,0.27848101265822783,0.0,0.0,1,0.16658208576503425,0.3011889035667107,GROCERY,12,117,542,0.023255813953488372,705,0,,,,,,,,0,3.4011973816621555,4.382026634673881,7.768888417568671,3.4318779992329977,0.12048063642903184,5.032834319680107,0.0
365,1,153,6404.54,41.85973856209151,124,612,0.25,1000.8692810457517,13183,43,83,27,14,0.6274509803921569,0.0,0.0,1,0.12128026518524414,0.12380952380952381,GROCERY,14,153,672,0.03529411764705882,697,0,,,,,,,,0,0.6931471805599453,5.0369526024136295,8.764918519910509,3.757932890215616,0.22314355131420976,6.909622815096248,0.0
366,1,47,589.57,12.544042553191488,41,539,0.08719851576994433,8.872340425531915,37,5,21,21,2,0.9787234042553191,0.0,0.0,0,0.23583316051430941,0.38315217391304346,GROCERY,9,76,248,0.020833333333333332,675,0,,,,,,,,0,0.6931471805599453,3.871201010907891,6.381088172218791,2.605946786674059,0.08360421866801544,2.289736950516197,0.0
367,2,90,5872.68,65.25200000000001,83,591,0.15228426395939088,34.98888888888889,89,11,75,4,6,0.8777777777777778,35.0,0.3888888888888889,1,0.2617104409612745,0.2462962962962963,GROCERY,13,164,958,0.42105263157894735,708,0,55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.0986122886681098,4.51085950651685,8.678236632916771,4.193465653089908,0.1417462887434142,3.583210248841064,0.3285040669720361
368,38,48,1112.43,23.175625,46,600,0.08,952.4791666666666,12348,7,13,21,7,0.2916666666666667,0.0,0.0,1,0.14989530636262208,0.22742474916387959,GROCERY,10,86,192,0.018867924528301886,693,0,,,,,,,,0,3.6635616461296463,3.8918202981106265,7.015200619880753,3.1853448941592557,0.07696104113612832,6.8601175754747326,0.0
369,17,28,938.32,33.511428571428574,22,545,0.05137614678899083,377.5,7971,3,10,15,3,0.7857142857142857,0.0,0.0,1,0.11744013243289,0.32371794871794873,GROCERY,11,87,265,0.14285714285714285,709,0,,,,,,,,0,2.8903717578961645,3.367295829986474,6.845156209225615,3.541290532121819,0.050099922051495493,5.936216072877503,0.0
370,65,132,3386.78,25.65742424242424,120,544,0.2426470588235294,2493.5227272727275,14892,81,49,2,5,0.9545454545454546,0.0,0.0,1,0.13093750400944304,0.3437779767233662,GROCERY,15,147,639,0.07518796992481203,556,1,65+,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1,4.189654742026425,4.890349128221754,8.127930118598638,3.2830676950201703,0.21724382918702145,7.821852698212775,0.0
371,5,137,12979.9,94.74379562043796,131,559,0.24508050089445438,43.47445255474452,99,30,104,3,4,0.781021897810219,0.0,0.0,1,0.15132379469723667,0.30766002098635886,GROCERY,19,194,1850,0.18633540372670807,711,0,35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1,1.791759469228055,4.927253685157205,9.471234325296571,4.561675828263518,0.2192001871793205,3.7949149244203695,0.0
372,125,10,440.42,44.042,9,613,0.01631321370309951,946.0,9220,7,1,2,4,0.5,0.0,0.0,0,0.18897318797878612,0.1111111111111111,GROCERY,10,56,146,0.1,496,1,,,,,,,,0,4.836281906951478,2.3978952727983707,6.0899968031722285,3.80759538781892,0.016181582851241744,6.853299093186078,0.0
